#x [m]T Exact [C]T Computed [C]
0.003333 0.999781 -nan
0.010000 0.998027 -nan
0.016667 0.994522 -nan
0.023333 0.989272 -nan
0.030000 0.982287 -nan
0.036667 0.973579 -nan
0.043333 0.963163 -nan
0.050000 0.951057 -nan
0.056667 0.937282 -nan
0.063333 0.921863 -nan
0.070000 0.904827 -nan
0.076667 0.886204 -nan
0.083333 0.866025 -nan
0.090000 0.844328 -nan
0.096667 0.821149 -nan
0.103333 0.796530 -nan
0.110000 0.770513 -nan
0.116667 0.743145 -nan
0.123333 0.714473 -nan
0.130000 0.684547 -nan
0.136667 0.653421 -nan
0.143333 0.621148 -nan
0.150000 0.587785 -nan
0.156667 0.553392 -nan
0.163333 0.518027 -nan
0.170000 0.481754 -nan
0.176667 0.444635 -nan
0.183333 0.406737 -nan
0.190000 0.368125 -nan
0.196667 0.328867 -nan
0.203333 0.289032 -nan
0.210000 0.248690 -nan
0.216667 0.207912 -nan
0.223333 0.166769 -nan
0.230000 0.125333 -nan
0.236667 0.083678 -nan
0.243333 0.041876 -nan
0.250000 0.000000 -nan
0.256667 -0.041876 -nan
0.263333 -0.083678 -nan
0.270000 -0.125333 -nan
0.276667 -0.166769 -nan
0.283333 -0.207912 -nan
0.290000 -0.248690 -nan
0.296667 -0.289032 -nan
0.303333 -0.328867 -nan
0.310000 -0.368125 -nan
0.316667 -0.406737 -nan
0.323333 -0.444635 -nan
0.330000 -0.481754 -nan
0.336667 -0.518027 -nan
0.343333 -0.553392 -nan
0.350000 -0.587785 -nan
0.356667 -0.621148 -nan
0.363333 -0.653421 -nan
0.370000 -0.684547 -nan
0.376667 -0.714473 -nan
0.383333 -0.743145 -nan
0.390000 -0.770513 -nan
0.396667 -0.796530 -nan
0.403333 -0.821149 -nan
0.410000 -0.844328 -nan
0.416667 -0.866025 -nan
0.423333 -0.886204 -nan
0.430000 -0.904827 -nan
0.436667 -0.921863 -nan
0.443333 -0.937282 -nan
0.450000 -0.951057 -nan
0.456667 -0.963163 -nan
0.463333 -0.973579 -nan
0.470000 -0.982287 -nan
0.476667 -0.989272 -nan
0.483333 -0.994522 -nan
0.490000 -0.998027 -nan
0.496667 -0.999781 -nan
0.503333 -0.999781 -nan
0.510000 -0.998027 -nan
0.516667 -0.994522 -nan
0.523333 -0.989272 -nan
0.530000 -0.982287 -nan
0.536667 -0.973579 -nan
0.543333 -0.963163 -nan
0.550000 -0.951057 -nan
0.556667 -0.937282 -nan
0.563333 -0.921863 -nan
0.570000 -0.904827 -nan
0.576667 -0.886204 -nan
0.583333 -0.866025 -nan
0.590000 -0.844328 -nan
0.596667 -0.821149 -nan
0.603333 -0.796530 -nan
0.610000 -0.770513 -nan
0.616667 -0.743145 -nan
0.623333 -0.714473 -nan
0.630000 -0.684547 -nan
0.636667 -0.653421 -nan
0.643333 -0.621148 -nan
0.650000 -0.587785 -nan
0.656667 -0.553392 -nan
0.663333 -0.518027 -nan
0.670000 -0.481754 -nan
0.676667 -0.444635 -nan
0.683333 -0.406737 -nan
0.690000 -0.368125 -nan
0.696667 -0.328867 -nan
0.703333 -0.289032 -nan
0.710000 -0.248690 -nan
0.716667 -0.207912 -nan
0.723333 -0.166769 -nan
0.730000 -0.125333 -nan
0.736667 -0.083678 -nan
0.743333 -0.041876 -nan
0.750000 -0.000000 -nan
0.756667 0.041876 -nan
0.763333 0.083678 -nan
0.770000 0.125333 -nan
0.776667 0.166769 -nan
0.783333 0.207912 -nan
0.790000 0.248690 -nan
0.796667 0.289032 -nan
0.803333 0.328867 -nan
0.810000 0.368125 -nan
0.816667 0.406737 -nan
0.823333 0.444635 -nan
0.830000 0.481754 -nan
0.836667 0.518027 -nan
0.843333 0.553392 -nan
0.850000 0.587785 -nan
0.856667 0.621148 -nan
0.863333 0.653421 -nan
0.870000 0.684547 -nan
0.876667 0.714473 -nan
0.883333 0.743145 -nan
0.890000 0.770513 -nan
0.896667 0.796530 -nan
0.903333 0.821149 -nan
0.910000 0.844328 -nan
0.916667 0.866025 -nan
0.923333 0.886204 -nan
0.930000 0.904827 -nan
0.936667 0.921863 -nan
0.943333 0.937282 -nan
0.950000 0.951057 -nan
0.956667 0.963163 -nan
0.963333 0.973579 -nan
0.970000 0.982287 -nan
0.976667 0.989272 -nan
0.983333 0.994522 -nan
0.990000 0.998027 -nan
0.996667 0.999781 -nan
