#x [m]T Exact [C]T Computed [C]
0.020000 0.992115 -nan
0.060000 0.929776 -nan
0.100000 0.809017 -nan
0.140000 0.637424 -nan
0.180000 0.425779 -nan
0.220000 0.187381 -nan
0.260000 -0.062791 -nan
0.300000 -0.309017 -nan
0.340000 -0.535827 -nan
0.380000 -0.728969 -nan
0.420000 -0.876307 -nan
0.460000 -0.968583 -nan
0.500000 -1.000000 -nan
0.540000 -0.968583 -nan
0.580000 -0.876307 -nan
0.620000 -0.728969 -nan
0.660000 -0.535827 -nan
0.700000 -0.309017 -nan
0.740000 -0.062791 -nan
0.780000 0.187381 -nan
0.820000 0.425779 -nan
0.860000 0.637424 -nan
0.900000 0.809017 -nan
0.940000 0.929776 -nan
0.980000 0.992115 -nan
