#x [m]T Exact [C]T Computed [C]
0.010000 0.998027 -nan
0.030000 0.982287 -nan
0.050000 0.951057 -nan
0.070000 0.904827 -nan
0.090000 0.844328 -nan
0.110000 0.770513 -nan
0.130000 0.684547 -nan
0.150000 0.587785 -nan
0.170000 0.481754 -nan
0.190000 0.368125 -nan
0.210000 0.248690 -nan
0.230000 0.125333 -nan
0.250000 0.000000 -nan
0.270000 -0.125333 -nan
0.290000 -0.248690 -nan
0.310000 -0.368125 -nan
0.330000 -0.481754 -nan
0.350000 -0.587785 -nan
0.370000 -0.684547 -nan
0.390000 -0.770513 -nan
0.410000 -0.844328 -nan
0.430000 -0.904827 -nan
0.450000 -0.951057 -nan
0.470000 -0.982287 -nan
0.490000 -0.998027 -nan
0.510000 -0.998027 -nan
0.530000 -0.982287 -nan
0.550000 -0.951057 -nan
0.570000 -0.904827 -nan
0.590000 -0.844328 -nan
0.610000 -0.770513 -nan
0.630000 -0.684547 -nan
0.650000 -0.587785 -nan
0.670000 -0.481754 -nan
0.690000 -0.368125 -nan
0.710000 -0.248690 -nan
0.730000 -0.125333 -nan
0.750000 -0.000000 -nan
0.770000 0.125333 -nan
0.790000 0.248690 -nan
0.810000 0.368125 -nan
0.830000 0.481754 -nan
0.850000 0.587785 -nan
0.870000 0.684547 -nan
0.890000 0.770513 -nan
0.910000 0.844328 -nan
0.930000 0.904827 -nan
0.950000 0.951057 -nan
0.970000 0.982287 -nan
0.990000 0.998027 -nan
