n	 L2_error  Time taken (s)
5 0.00304146 5.89299e-03
10 0.000701043 7.56693e-03
25 2.02752e-05 5.92861e-01
50 1.23504e-06 4.24325e+01
75 2.40577e-07 4.99397e+02
